119.39.10.183 - - [12/Oct/2013:00:02:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381507347798798 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt29]
119.39.10.183 - - [12/Oct/2013:00:05:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381507527801801 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt33]
119.39.10.183 - - [12/Oct/2013:00:08:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381507707814814 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt31]
119.39.10.183 - - [12/Oct/2013:00:11:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381507887817817 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt31]
119.39.10.183 - - [12/Oct/2013:00:14:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381508067825825 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt32]
119.39.10.183 - - [12/Oct/2013:00:17:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381508247833833 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt31]
119.39.10.183 - - [12/Oct/2013:00:20:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381508427836836 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt29]
119.39.10.183 - - [12/Oct/2013:00:23:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381508607841841 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt29]
119.39.10.183 - - [12/Oct/2013:00:26:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381508787850850 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt30]
119.39.10.183 - - [12/Oct/2013:00:29:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381508967850850 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt33]
119.39.10.183 - - [12/Oct/2013:00:32:24 +0800] "GET http://ec.upfdc.com/admin/index.php?is_ajax=1&act=check_order&1381509147860860 HTTP/1.1" 200 80 "http://ec.upfdc.com/admin/template.php?act=library" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.11 TaoBrowser/3.2 Safari/536.11"[KLt30]
